Datacode,Rectype,RecYear,monthday,Watershed,fireFrequency,LastFire,LastWildfire,Species,CensusReplicate,GalledStems,SampledStems
cgp01,1,1989,,c01a,20,7,,ceanothus,10,30,100
cgp01,1,1989,,c01a,20,7,,ceanothus,11,36,100
cgp01,1,1989,,c01a,20,7,,ceanothus,12,33,100
cgp01,1,1989,,c01a,20,7,,ceanothus,13,39,100
cgp01,1,1989,,c01a,20,7,,ceanothus,14,40,100
cgp01,1,1989,,c01a,20,7,,ceanothus,15,45,100
cgp01,1,1989,,c01a,20,7,,solidago,1,29,200
cgp01,1,1989,,c01a,20,7,,solidago,2,46,200
cgp01,1,1989,,c01a,20,7,,solidago,3,9,200
cgp01,1,1989,,c01a,20,7,,solidago,4,18,200
cgp01,1,1989,,c01a,20,7,,solidago,5,11,200
cgp01,1,1989,,c01a,20,7,,solidago,6,5,200
cgp01,1,1989,,c01a,20,7,,solidago,7,19,200
cgp01,1,1989,,c01a,20,7,,solidago,8,2,200
cgp01,1,1989,,c01a,20,7,,solidago,9,4,200
cgp01,1,1989,,c01a,20,7,,solidago,10,6,200
cgp01,1,1989,,c01a,20,7,,solidago,11,4,200
cgp01,1,1989,,c01a,20,7,,solidago,12,7,200
cgp01,1,1989,,c01a,20,7,,solidago,13,1,200
cgp01,1,1989,,c01a,20,7,,solidago,14,7,200
cgp01,1,1989,,c01a,20,7,,solidago,15,4,200
cgp01,1,1989,,c01a,20,7,,solidago,16,6,200
cgp01,1,1989,,c01a,20,7,,solidago,17,0,200
cgp01,1,1989,,c01a,20,7,,solidago,18,5,200
cgp01,1,1989,,c01a,20,7,,vernonia,1,13,50
cgp01,1,1989,,c01a,20,7,,vernonia,2,15,50
cgp01,1,1989,,c01a,20,7,,vernonia,3,6,50
cgp01,1,1989,,c01a,20,7,,vernonia,4,5,50
cgp01,1,1989,,020a,20,10,,ceanothus,1,43,100
cgp01,1,1989,,020a,20,10,,ceanothus,2,16,100
cgp01,1,1989,,020a,20,10,,ceanothus,3,8,100
cgp01,1,1989,,020a,20,10,,ceanothus,4,32,100
cgp01,1,1989,,020a,20,10,,ceanothus,5,15,100
cgp01,1,1989,,020a,20,10,,ceanothus,6,38,100
cgp01,1,1989,,020a,20,10,,ceanothus,7,43,100
cgp01,1,1989,,020a,20,10,,ceanothus,8,32,100
cgp01,1,1989,,020a,20,10,,ceanothus,9,29,100
cgp01,1,1989,,020a,20,10,,ceanothus,10,19,100
cgp01,1,1989,,020a,20,10,,ceanothus,11,39,100
cgp01,1,1989,,020a,20,10,,ceanothus,12,27,100
cgp01,1,1989,,020a,20,10,,ceanothus,13,30,100
cgp01,1,1989,,020a,20,10,,ceanothus,14,22,100
cgp01,1,1989,,020a,20,10,,ceanothus,15,29,100
cgp01,1,1989,,020a,20,10,,solidago,1,16,200
cgp01,1,1989,,020a,20,10,,solidago,2,36,200
cgp01,1,1989,,020a,20,10,,solidago,3,19,200
cgp01,1,1989,,020a,20,10,,solidago,4,14,200
cgp01,1,1989,,020a,20,10,,solidago,5,0,200
cgp01,1,1989,,020a,20,10,,solidago,6,0,200
cgp01,1,1989,,020a,20,10,,solidago,7,0,200
cgp01,1,1989,,020a,20,10,,solidago,8,15,200
cgp01,1,1989,,020a,20,10,,solidago,9,3,200
cgp01,1,1989,,020a,20,10,,solidago,10,12,200
cgp01,1,1989,,020a,20,10,,solidago,11,15,200
cgp01,1,1989,,020a,20,10,,solidago,12,13,200
cgp01,1,1989,,020a,20,10,,solidago,13,9,200
cgp01,1,1989,,020a,20,10,,solidago,14,32,200
cgp01,1,1989,,020a,20,10,,solidago,15,3,200
cgp01,1,1989,,020a,20,10,,solidago,16,2,200
cgp01,1,1989,,020a,20,10,,solidago,17,0,200
cgp01,1,1989,,020a,20,10,,solidago,18,9,200
cgp01,1,1989,,020a,20,10,,vernonia,1,7,50
cgp01,1,1989,,020a,20,10,,vernonia,2,4,50
cgp01,1,1989,,020a,20,10,,vernonia,3,6,50
cgp01,1,1989,,020a,20,10,,vernonia,4,5,50
cgp01,1,1989,,020b,20,15,,ceanothus,1,9,100
cgp01,1,1989,,020b,20,15,,ceanothus,2,14,100
cgp01,1,1989,,020b,20,15,,ceanothus,3,31,100
cgp01,1,1989,,020b,20,15,,ceanothus,4,18,100
cgp01,1,1989,,020b,20,15,,ceanothus,5,40,100
cgp01,1,1989,,020b,20,15,,ceanothus,6,36,100
cgp01,1,1989,,020b,20,15,,ceanothus,7,25,100
cgp01,1,1989,,020b,20,15,,ceanothus,8,12,100
cgp01,1,1989,,020b,20,15,,ceanothus,9,31,100
cgp01,1,1989,,020b,20,15,,ceanothus,10,20,100
cgp01,1,1989,,020b,20,15,,ceanothus,11,29,100
cgp01,1,1989,,020b,20,15,,ceanothus,12,40,100
cgp01,1,1989,,020b,20,15,,ceanothus,13,33,100
cgp01,1,1989,,020b,20,15,,ceanothus,14,31,100
cgp01,1,1989,,020b,20,15,,ceanothus,15,42,100
cgp01,1,1989,,020b,20,15,,solidago,1,16,200
cgp01,1,1989,,020b,20,15,,solidago,2,10,200
cgp01,1,1989,,020b,20,15,,solidago,3,19,200
cgp01,1,1989,,020b,20,15,,solidago,4,24,200
cgp01,1,1989,,020b,20,15,,solidago,5,27,200
cgp01,1,1989,,020b,20,15,,solidago,6,6,200
cgp01,1,1989,,020b,20,15,,solidago,7,0,200
cgp01,1,1989,,020b,20,15,,solidago,8,0,200
cgp01,1,1989,,020b,20,15,,solidago,9,3,200
cgp01,1,1989,,020b,20,15,,solidago,10,10,200
cgp01,1,1989,,020b,20,15,,solidago,12,12,200
cgp01,1,1989,,020b,20,15,,solidago,13,18,200
cgp01,1,1989,,020b,20,15,,solidago,14,16,200
cgp01,1,1989,,020b,20,15,,solidago,15,0,200
cgp01,1,1989,,020b,20,15,,solidago,16,3,200
cgp01,1,1989,,020b,20,15,,solidago,17,11,200
cgp01,1,1989,,020b,20,15,,solidago,17,7,200
cgp01,1,1989,,020b,20,15,,solidago,18,41,200
cgp01,1,1989,,020b,20,15,,vernonia,1,8,50
cgp01,1,1989,,020b,20,15,,vernonia,2,5,50
cgp01,1,1989,,020b,20,15,,vernonia,3,12,50
cgp01,1,1989,,020b,20,15,,vernonia,4,9,50
cgp01,1,1989,,020c,20,10,,ceanothus,1,40,100
cgp01,1,1989,,020c,20,10,,ceanothus,2,56,100
cgp01,1,1989,,020c,20,10,,ceanothus,3,37,100
cgp01,1,1989,,020c,20,10,,ceanothus,4,43,100
cgp01,1,1989,,020c,20,10,,ceanothus,5,27,100
cgp01,1,1989,,020c,20,10,,ceanothus,6,37,100
cgp01,1,1989,,020c,20,10,,ceanothus,7,45,100
cgp01,1,1989,,020c,20,10,,ceanothus,8,44,100
cgp01,1,1989,,020c,20,10,,ceanothus,9,42,100
cgp01,1,1989,,020c,20,10,,ceanothus,10,51,100
cgp01,1,1989,,020c,20,10,,ceanothus,11,61,100
cgp01,1,1989,,020c,20,10,,ceanothus,12,48,100
cgp01,1,1989,,020c,20,10,,ceanothus,13,62,100
cgp01,1,1989,,020c,20,10,,ceanothus,14,53,100
cgp01,1,1989,,020c,20,10,,ceanothus,15,60,100
cgp01,1,1989,,020c,20,10,,solidago,1,11,200
cgp01,1,1989,,020c,20,10,,solidago,2,4,200
cgp01,1,1989,,020c,20,10,,solidago,3,0,200
cgp01,1,1989,,020c,20,10,,solidago,4,1,200
cgp01,1,1989,,020c,20,10,,solidago,5,0,200
cgp01,1,1989,,020c,20,10,,solidago,6,4,200
cgp01,1,1989,,020c,20,10,,solidago,7,1,200
cgp01,1,1989,,020c,20,10,,solidago,8,0,200
cgp01,1,1989,,020c,20,10,,solidago,9,12,200
cgp01,1,1989,,020c,20,10,,solidago,10,1,200
cgp01,1,1989,,020c,20,10,,solidago,11,2,200
cgp01,1,1989,,020c,20,10,,solidago,12,2,200
cgp01,1,1989,,020c,20,10,,solidago,13,27,200
cgp01,1,1989,,020c,20,10,,solidago,14,2,200
cgp01,1,1989,,020c,20,10,,solidago,15,2,200
cgp01,1,1989,,020c,20,10,,solidago,16,1,200
cgp01,1,1989,,020c,20,10,,solidago,17,2,200
cgp01,1,1989,,020c,20,10,,solidago,18,11,200
cgp01,1,1989,,020c,20,10,,vernonia,1,8,50
cgp01,1,1989,,020c,20,10,,vernonia,2,15,50
cgp01,1,1989,,020c,20,10,,vernonia,3,13,50
cgp01,1,1989,,020c,20,10,,vernonia,4,14,50
cgp01,1,1990,,010a,10,10,,ceanothus,1,2,100
cgp01,1,1990,,010a,10,10,,ceanothus,2,4,100
cgp01,1,1990,,010a,10,10,,ceanothus,3,9,100
cgp01,1,1990,,010a,10,10,,ceanothus,4,3,100
cgp01,1,1990,,010a,10,10,,ceanothus,5,0,100
cgp01,1,1990,,010a,10,10,,ceanothus,6,2,100
cgp01,1,1990,,010a,10,10,,ceanothus,7,3,100
cgp01,1,1990,,010a,10,10,,ceanothus,8,3,100
cgp01,1,1990,,010a,10,10,,ceanothus,9,0,100
cgp01,1,1990,,010a,10,10,,ceanothus,10,2,100
cgp01,1,1990,,010a,10,10,,ceanothus,11,9,100
cgp01,1,1990,,010a,10,10,,ceanothus,12,3,100
cgp01,1,1990,,010a,10,10,,ceanothus,13,2,100
cgp01,1,1990,,010a,10,10,,ceanothus,14,0,100
cgp01,1,1990,,010a,10,10,,ceanothus,15,2,100
cgp01,1,1990,,010a,10,10,,solidago,1,5,163
cgp01,1,1990,,010a,10,10,,solidago,2,9,67
cgp01,1,1990,,010a,10,10,,solidago,3,24,200
cgp01,1,1990,,010a,10,10,,solidago,4,30,200
cgp01,1,1990,,010a,10,10,,solidago,5,18,200
cgp01,1,1990,,010a,10,10,,solidago,6,11,200
cgp01,1,1990,,010a,10,10,,solidago,7,0,200
cgp01,1,1990,,010a,10,10,,solidago,8,23,200
cgp01,1,1990,,010a,10,10,,solidago,9,35,200
cgp01,1,1990,,010a,10,10,,solidago,10,37,162
cgp01,1,1990,,010a,10,10,,solidago,11,47,200
cgp01,1,1990,,010a,10,10,,solidago,12,10,200
cgp01,1,1990,,010a,10,10,,solidago,13,2,200
cgp01,1,1990,,010a,10,10,,solidago,14,21,200
cgp01,1,1990,,010a,10,10,,solidago,15,18,200
cgp01,1,1990,,010a,10,10,,solidago,16,19,200
cgp01,1,1990,,010a,10,10,,solidago,17,4,200
cgp01,1,1990,,010a,10,10,,solidago,18,9,200
cgp01,1,1990,,010a,10,10,,vernonia,1,8,50
cgp01,1,1990,,010a,10,10,,vernonia,2,11,50
cgp01,1,1990,,010a,10,10,,vernonia,3,8,50
cgp01,1,1990,,010a,10,10,,vernonia,4,9,50
cgp01,1,1990,,010b,10,5,,ceanothus,1,4,100
cgp01,1,1990,,010b,10,5,,ceanothus,2,9,100
cgp01,1,1990,,010b,10,5,,ceanothus,3,1,100
cgp01,1,1990,,010b,10,5,,ceanothus,4,3,100
cgp01,1,1990,,010b,10,5,,ceanothus,5,5,100
cgp01,1,1990,,010b,10,5,,ceanothus,6,4,100
cgp01,1,1990,,010b,10,5,,ceanothus,7,1,100
cgp01,1,1990,,010b,10,5,,ceanothus,8,1,100
cgp01,1,1990,,010b,10,5,,ceanothus,9,1,100
cgp01,1,1990,,010b,10,5,,ceanothus,10,4,100
cgp01,1,1990,,010b,10,5,,ceanothus,11,6,100
cgp01,1,1990,,010b,10,5,,ceanothus,12,6,100
cgp01,1,1990,,010b,10,5,,ceanothus,13,8,100
cgp01,1,1990,,010b,10,5,,ceanothus,14,5,100
cgp01,1,1990,,010b,10,5,,ceanothus,15,4,100
cgp01,1,1990,,010b,10,5,,solidago,1,9,200
cgp01,1,1990,,010b,10,5,,solidago,2,7,200
cgp01,1,1990,,010b,10,5,,solidago,3,5,200
cgp01,1,1990,,010b,10,5,,solidago,4,12,200
cgp01,1,1990,,010b,10,5,,solidago,5,0,15
cgp01,1,1990,,010b,10,5,,solidago,6,20,200
cgp01,1,1990,,010b,10,5,,solidago,7,14,200
cgp01,1,1990,,010b,10,5,,solidago,8,37,148
cgp01,1,1990,,010b,10,5,,solidago,9,23,100
cgp01,1,1990,,010b,10,5,,solidago,10,6,200
cgp01,1,1990,,010b,10,5,,solidago,11,22,200
cgp01,1,1990,,010b,10,5,,solidago,12,19,200
cgp01,1,1990,,010b,10,5,,solidago,13,0,200
cgp01,1,1990,,010b,10,5,,solidago,14,3,138
cgp01,1,1990,,010b,10,5,,solidago,15,14,200
cgp01,1,1990,,010b,10,5,,solidago,16,4,76
cgp01,1,1990,,010b,10,5,,solidago,17,9,200
cgp01,1,1990,,010b,10,5,,solidago,18,0,200
cgp01,1,1990,,010b,10,5,,vernonia,1,4,50
cgp01,1,1990,,010b,10,5,,vernonia,2,5,50
cgp01,1,1990,,010b,10,5,,vernonia,3,1,50
cgp01,1,1990,,010b,10,5,,vernonia,4,1,50
cgp01,1,1990,,010c,10,10,,ceanothus,1,3,100
cgp01,1,1990,,010c,10,10,,ceanothus,2,5,100
cgp01,1,1990,,010c,10,10,,ceanothus,3,7,100
cgp01,1,1990,,010c,10,10,,ceanothus,4,8,100
cgp01,1,1990,,010c,10,10,,ceanothus,5,10,100
cgp01,1,1990,,010c,10,10,,ceanothus,6,8,100
cgp01,1,1990,,010c,10,10,,ceanothus,7,3,100
cgp01,1,1990,,010c,10,10,,ceanothus,8,5,100
cgp01,1,1990,,010c,10,10,,ceanothus,9,2,100
cgp01,1,1990,,010c,10,10,,ceanothus,10,8,100
cgp01,1,1990,,010c,10,10,,ceanothus,11,1,100
cgp01,1,1990,,010c,10,10,,ceanothus,12,2,100
cgp01,1,1990,,010c,10,10,,ceanothus,13,6,100
cgp01,1,1990,,010c,10,10,,ceanothus,14,7,100
cgp01,1,1990,,010c,10,10,,ceanothus,15,6,100
cgp01,1,1990,,010c,10,10,,solidago,1,53,200
cgp01,1,1990,,010c,10,10,,solidago,2,6,103
cgp01,1,1990,,010c,10,10,,solidago,3,41,200
cgp01,1,1990,,010c,10,10,,solidago,4,21,130
cgp01,1,1990,,010c,10,10,,solidago,5,11,200
cgp01,1,1990,,010c,10,10,,solidago,6,38,200
cgp01,1,1990,,010c,10,10,,solidago,7,4,200
cgp01,1,1990,,010c,10,10,,solidago,8,22,200
cgp01,1,1990,,010c,10,10,,solidago,9,29,200
cgp01,1,1990,,010c,10,10,,solidago,10,37,143
cgp01,1,1990,,010c,10,10,,solidago,11,23,200
cgp01,1,1990,,010c,10,10,,solidago,12,2,200
cgp01,1,1990,,010c,10,10,,solidago,13,47,200
cgp01,1,1990,,010c,10,10,,solidago,14,32,200
cgp01,1,1990,,010c,10,10,,solidago,15,9,200
cgp01,1,1990,,010c,10,10,,solidago,16,24,200
cgp01,1,1990,,010c,10,10,,solidago,17,28,200
cgp01,1,1990,,010c,10,10,,solidago,18,27,200
cgp01,1,1990,,010c,10,10,,vernonia,1,8,50
cgp01,1,1990,,010c,10,10,,vernonia,2,7,50
cgp01,1,1990,,010c,10,10,,vernonia,3,4,50
cgp01,1,1990,,010c,10,10,,vernonia,4,7,50
cgp01,1,1990,,010d,10,5,,ceanothus,1,10,100
cgp01,1,1990,,010d,10,5,,ceanothus,2,4,100
cgp01,1,1990,,010d,10,5,,ceanothus,3,4,100
cgp01,1,1990,,010d,10,5,,ceanothus,4,10,100
cgp01,1,1990,,010d,10,5,,ceanothus,5,2,100
cgp01,1,1990,,010d,10,5,,ceanothus,6,2,100
cgp01,1,1990,,010d,10,5,,ceanothus,7,8,100
cgp01,1,1990,,010d,10,5,,ceanothus,8,1,100
cgp01,1,1990,,010d,10,5,,ceanothus,9,4,100
cgp01,1,1990,,010d,10,5,,ceanothus,10,5,100
cgp01,1,1990,,010d,10,5,,ceanothus,11,3,100
cgp01,1,1990,,010d,10,5,,ceanothus,12,0,100
cgp01,1,1990,,010d,10,5,,ceanothus,13,1,100
cgp01,1,1990,,010d,10,5,,ceanothus,14,5,100
cgp01,1,1990,,010d,10,5,,ceanothus,15,4,100
cgp01,1,1990,,010d,10,5,,solidago,1,0,64
cgp01,1,1990,,010d,10,5,,solidago,2,1,65
cgp01,1,1990,,010d,10,5,,solidago,3,5,102
cgp01,1,1990,,010d,10,5,,solidago,4,2,189
cgp01,1,1990,,010d,10,5,,solidago,5,16,200
cgp01,1,1990,,010d,10,5,,solidago,6,5,200
cgp01,1,1990,,010d,10,5,,solidago,7,5,200
cgp01,1,1990,,010d,10,5,,solidago,8,49,200
cgp01,1,1990,,010d,10,5,,solidago,9,0,200
cgp01,1,1990,,010d,10,5,,solidago,10,2,177
cgp01,1,1990,,010d,10,5,,solidago,11,0,200
cgp01,1,1990,,010d,10,5,,solidago,12,0,200
cgp01,1,1990,,010d,10,5,,solidago,13,1,200
cgp01,1,1990,,010d,10,5,,solidago,14,44,200
cgp01,1,1990,,010d,10,5,,solidago,15,69,200
cgp01,1,1990,,010d,10,5,,solidago,16,51,200
cgp01,1,1990,,010d,10,5,,solidago,17,4,200
cgp01,1,1990,,010d,10,5,,solidago,18,22,200
cgp01,1,1990,,010d,10,5,,vernonia,1,6,50
cgp01,1,1990,,010d,10,5,,vernonia,2,6,50
cgp01,1,1990,,010d,10,5,,vernonia,3,9,50
cgp01,1,1990,,010d,10,5,,vernonia,4,9,50
cgp01,1,1990,,001a,1,1,,ceanothus,1,3,100
cgp01,1,1990,,001a,1,1,,ceanothus,2,9,100
cgp01,1,1990,,001a,1,1,,ceanothus,3,1,100
cgp01,1,1990,,001a,1,1,,ceanothus,4,1,100
cgp01,1,1990,,001a,1,1,,ceanothus,5,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,6,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,7,2,100
cgp01,1,1990,,001a,1,1,,ceanothus,8,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,9,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,10,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,11,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,12,2,100
cgp01,1,1990,,001a,1,1,,ceanothus,13,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,14,0,100
cgp01,1,1990,,001a,1,1,,ceanothus,15,0,100
cgp01,1,1990,,001a,1,1,,solidago,1,0,80
cgp01,1,1990,,001a,1,1,,solidago,2,0,110
cgp01,1,1990,,001a,1,1,,solidago,3,4,200
cgp01,1,1990,,001a,1,1,,solidago,4,5,200
cgp01,1,1990,,001a,1,1,,solidago,5,5,200
cgp01,1,1990,,001a,1,1,,solidago,6,11,200
cgp01,1,1990,,001a,1,1,,solidago,7,4,86
cgp01,1,1990,,001a,1,1,,solidago,8,2,200
cgp01,1,1990,,001a,1,1,,solidago,9,0,200
cgp01,1,1990,,001a,1,1,,solidago,10,2,200
cgp01,1,1990,,001a,1,1,,solidago,11,8,94
cgp01,1,1990,,001a,1,1,,solidago,12,9,69
cgp01,1,1990,,001a,1,1,,vernonia,1,9,50
cgp01,1,1990,,001a,1,1,,vernonia,2,6,50
cgp01,1,1990,,001a,1,1,,vernonia,3,7,50
cgp01,1,1990,,001a,1,1,,vernonia,4,5,50
cgp01,1,1990,,001c,1,1,,ceanothus,1,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,2,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,3,1,100
cgp01,1,1990,,001c,1,1,,ceanothus,4,8,100
cgp01,1,1990,,001c,1,1,,ceanothus,5,3,100
cgp01,1,1990,,001c,1,1,,ceanothus,6,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,7,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,8,1,100
cgp01,1,1990,,001c,1,1,,ceanothus,9,6,100
cgp01,1,1990,,001c,1,1,,ceanothus,10,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,11,1,100
cgp01,1,1990,,001c,1,1,,ceanothus,12,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,13,5,100
cgp01,1,1990,,001c,1,1,,ceanothus,14,0,100
cgp01,1,1990,,001c,1,1,,ceanothus,15,0,100
cgp01,1,1990,,001c,1,1,,solidago,1,0,50
cgp01,1,1990,,001c,1,1,,solidago,2,0,37
cgp01,1,1990,,001c,1,1,,solidago,3,0,65
cgp01,1,1990,,001c,1,1,,solidago,4,1,70
cgp01,1,1990,,001c,1,1,,solidago,5,1,43
cgp01,1,1990,,001c,1,1,,solidago,6,0,61
cgp01,1,1990,,001c,1,1,,solidago,7,3,132
cgp01,1,1990,,001c,1,1,,solidago,8,0,113
cgp01,1,1990,,001c,1,1,,solidago,9,0,47
cgp01,1,1990,,001c,1,1,,solidago,10,7,156
cgp01,1,1990,,001c,1,1,,vernonia,1,3,50
cgp01,1,1990,,001c,1,1,,vernonia,2,0,50
cgp01,1,1990,,001c,1,1,,vernonia,3,2,50
cgp01,1,1990,,001c,1,1,,vernonia,4,1,50
cgp01,1,1990,,004a,4,3,,ceanothus,1,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,2,1,100
cgp01,1,1990,,004a,4,3,,ceanothus,3,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,4,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,5,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,6,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,7,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,8,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,9,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,10,2,100
cgp01,1,1990,,004a,4,3,,ceanothus,11,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,12,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,13,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,14,0,100
cgp01,1,1990,,004a,4,3,,ceanothus,15,1,100
cgp01,1,1990,,004a,4,3,,solidago,1,28,200
cgp01,1,1990,,004a,4,3,,solidago,2,4,200
cgp01,1,1990,,004a,4,3,,solidago,3,22,200
cgp01,1,1990,,004a,4,3,,solidago,4,2,200
cgp01,1,1990,,004a,4,3,,solidago,5,9,200
cgp01,1,1990,,004a,4,3,,solidago,6,0,200
cgp01,1,1990,,004a,4,3,,solidago,7,87,200
cgp01,1,1990,,004a,4,3,,solidago,8,10,200
cgp01,1,1990,,004a,4,3,,solidago,9,0,200
cgp01,1,1990,,004a,4,3,,solidago,10,8,200
cgp01,1,1990,,004a,4,3,,solidago,11,1,200
cgp01,1,1990,,004a,4,3,,solidago,12,7,200
cgp01,1,1990,,004a,4,3,,solidago,13,9,200
cgp01,1,1990,,004a,4,3,,solidago,14,7,200
cgp01,1,1990,,004a,4,3,,solidago,15,9,200
cgp01,1,1990,,004a,4,3,,solidago,16,7,200
cgp01,1,1990,,004a,4,3,,solidago,17,57,200
cgp01,1,1990,,004a,4,3,,solidago,18,11,200
cgp01,1,1990,,004a,4,3,,vernonia,1,6,50
cgp01,1,1990,,004a,4,3,,vernonia,2,2,50
cgp01,1,1990,,004a,4,3,,vernonia,3,3,50
cgp01,1,1990,,004a,4,3,,vernonia,4,2,50
cgp01,1,1990,,004c,4,2,,ceanothus,1,5,100
cgp01,1,1990,,004c,4,2,,ceanothus,2,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,3,1,100
cgp01,1,1990,,004c,4,2,,ceanothus,4,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,5,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,6,0,100
cgp01,1,1990,,004c,4,2,,ceanothus,7,6,100
cgp01,1,1990,,004c,4,2,,ceanothus,8,1,100
cgp01,1,1990,,004c,4,2,,ceanothus,9,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,10,0,100
cgp01,1,1990,,004c,4,2,,ceanothus,11,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,12,2,100
cgp01,1,1990,,004c,4,2,,ceanothus,13,1,100
cgp01,1,1990,,004c,4,2,,ceanothus,14,1,100
cgp01,1,1990,,004c,4,2,,ceanothus,15,3,100
cgp01,1,1990,,004c,4,2,,solidago,1,9,32
cgp01,1,1990,,004c,4,2,,solidago,2,0,65
cgp01,1,1990,,004c,4,2,,solidago,3,3,123
cgp01,1,1990,,004c,4,2,,solidago,4,0,74
cgp01,1,1990,,004c,4,2,,solidago,5,0,200
cgp01,1,1990,,004c,4,2,,solidago,6,6,200
cgp01,1,1990,,004c,4,2,,solidago,7,10,200
cgp01,1,1990,,004c,4,2,,solidago,8,5,200
cgp01,1,1990,,004c,4,2,,solidago,9,29,200
cgp01,1,1990,,004c,4,2,,solidago,10,10,62
cgp01,1,1990,,004c,4,2,,solidago,11,5,84
cgp01,1,1990,,004c,4,2,,solidago,12,2,89
cgp01,1,1990,,004c,4,2,,solidago,13,8,139
cgp01,1,1990,,004c,4,2,,solidago,14,7,139
cgp01,1,1990,,004c,4,2,,solidago,15,2,112
cgp01,1,1990,,004c,4,2,,solidago,16,3,200
cgp01,1,1990,,004c,4,2,,solidago,17,2,200
cgp01,1,1990,,004c,4,2,,solidago,18,0,200
cgp01,1,1990,,004c,4,2,,vernonia,1,7,50
cgp01,1,1990,,004c,4,2,,vernonia,2,8,50
cgp01,1,1990,,004c,4,2,,vernonia,3,5,50
cgp01,1,1990,,004c,4,2,,vernonia,4,4,24
cgp01,1,1990,,004d,4,1,,ceanothus,1,7,100
cgp01,1,1990,,004d,4,1,,ceanothus,2,1,100
cgp01,1,1990,,004d,4,1,,ceanothus,3,1,100
cgp01,1,1990,,004d,4,1,,ceanothus,4,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,5,2,100
cgp01,1,1990,,004d,4,1,,ceanothus,6,6,100
cgp01,1,1990,,004d,4,1,,ceanothus,7,2,100
cgp01,1,1990,,004d,4,1,,ceanothus,8,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,9,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,10,1,100
cgp01,1,1990,,004d,4,1,,ceanothus,11,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,12,1,100
cgp01,1,1990,,004d,4,1,,ceanothus,13,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,14,0,100
cgp01,1,1990,,004d,4,1,,ceanothus,15,1,100
cgp01,1,1990,,004d,4,1,,solidago,1,1,185
cgp01,1,1990,,004d,4,1,,solidago,2,0,110
cgp01,1,1990,,004d,4,1,,solidago,3,0,200
cgp01,1,1990,,004d,4,1,,solidago,4,1,200
cgp01,1,1990,,004d,4,1,,solidago,5,2,200
cgp01,1,1990,,004d,4,1,,solidago,6,2,200
cgp01,1,1990,,004d,4,1,,solidago,7,0,200
cgp01,1,1990,,004d,4,1,,solidago,8,1,200
cgp01,1,1990,,004d,4,1,,solidago,9,0,200
cgp01,1,1990,,004d,4,1,,solidago,10,9,200
cgp01,1,1990,,004d,4,1,,solidago,11,0,189
cgp01,1,1990,,004d,4,1,,solidago,12,9,200
cgp01,1,1990,,004d,4,1,,solidago,13,22,200
cgp01,1,1990,,004d,4,1,,solidago,14,7,200
cgp01,1,1990,,004d,4,1,,solidago,15,3,200
cgp01,1,1990,,004d,4,1,,solidago,16,7,119
cgp01,1,1990,,004d,4,1,,solidago,17,0,200
cgp01,1,1990,,004d,4,1,,solidago,18,4,200
cgp01,1,1990,,004d,4,1,,vernonia,1,2,50
cgp01,1,1990,,004d,4,1,,vernonia,2,4,50
cgp01,1,1990,,004d,4,1,,vernonia,3,1,50
cgp01,1,1990,,004d,4,1,,vernonia,4,4,50
cgp01,1,1990,,004f,4,2,,ceanothus,1,0,100
cgp01,1,1990,,004f,4,2,,ceanothus,2,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,3,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,4,3,100
cgp01,1,1990,,004f,4,2,,ceanothus,5,1,100
cgp01,1,1990,,004f,4,2,,ceanothus,6,0,100
