LTER.site,Locale,Species.code,Year,N.Obs,Abundance,Order,Species,Feeding,Habitat,Pollinator
KonzaPrairie,grasshopper,Hesperotettix speciosus,1984,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1985,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1986,5,6,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1987,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1988,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1989,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1990,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1991,0,0,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1996,4,128,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1997,8,142,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1998,6,151,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,1999,1,1,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2000,5,12,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2001,3,5,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2002,8,117,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2003,9,67,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2004,7,12,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2005,6,14,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2006,3,7,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2007,6,58,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2008,8,36,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2009,10,30,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2010,4,11,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2011,8,22,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2012,5,12,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2013,8,64,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2014,6,40,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix speciosus,2015,7,76,Orthoptera,Hesperotettix speciosus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1982,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1983,7,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1984,13,22,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1985,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1986,15,40,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1987,11,23,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1989,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1990,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1991,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1996,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1997,3,8,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1998,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2000,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2002,7,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2003,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2004,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2005,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2007,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2008,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2013,8,45,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2014,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon auriventris,2015,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1982,12,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1983,9,20,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1984,21,94,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1985,7,25,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1986,17,38,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1987,13,16,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1988,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1989,4,18,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1990,7,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1991,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1998,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,1999,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2000,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2001,2,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2002,5,19,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2003,7,56,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2004,5,17,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2005,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2007,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2008,4,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pseudopoma brachypte,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1982,9,75,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1983,13,235,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1984,17,252,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1985,12,158,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1986,28,354,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1987,30,441,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1988,8,66,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1989,4,223,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1990,8,109,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1991,8,150,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1996,4,199,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1997,10,244,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1998,6,155,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,1999,6,48,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2000,5,53,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2001,4,30,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2002,8,86,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2003,8,357,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2004,8,336,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2005,10,152,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2006,8,113,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2007,6,63,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2008,10,252,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2009,10,394,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2010,8,81,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2011,9,155,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2012,8,451,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2013,8,561,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2014,5,166,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus femurrubrum,2015,7,73,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1982,1,5,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1983,1,3,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1984,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1985,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1986,8,41,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1987,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1988,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1989,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1990,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1991,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1996,2,6,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1997,10,182,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1998,5,109,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,1999,9,104,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2000,6,177,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2001,5,54,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2002,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2003,8,194,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2004,8,380,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2005,10,185,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2006,10,209,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2007,9,420,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2008,10,601,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2009,12,927,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2010,8,147,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2011,8,258,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2012,8,325,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2013,8,367,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2014,7,249,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Campylacantha olivacea,2015,0,0,Orthoptera,Campylacantha olivacea,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1982,2,3,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1983,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1984,3,4,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1985,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1986,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1987,4,5,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1988,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1989,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1990,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1991,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1996,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1997,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1998,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,1999,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2000,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2001,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2002,3,5,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2003,5,8,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2004,3,3,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2005,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2006,1,1,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2007,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2008,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2009,2,2,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2010,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2011,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2012,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2013,8,22,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2014,8,32,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Schistocerca lineata,2015,0,0,Orthoptera,Schistocerca lineata,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1982,6,10,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1983,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1984,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1985,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1986,7,11,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1987,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1988,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1989,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1990,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1991,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1996,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1997,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1998,1,1,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,1999,2,3,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2000,1,4,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2001,4,8,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2002,7,36,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2003,9,129,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2004,6,10,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2005,7,25,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2006,2,3,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2007,1,3,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2008,4,7,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2009,2,3,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2010,0,0,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2011,1,1,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2012,6,11,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2013,7,46,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2014,6,43,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix viridis,2015,3,4,Orthoptera,Hesperotettix viridis,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1982,5,10,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1983,14,202,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1984,21,686,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1985,14,314,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1986,30,311,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1987,32,466,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1988,7,95,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1989,4,377,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1990,8,256,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1991,8,307,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1996,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1997,1,1,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1998,2,2,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,1999,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2000,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2001,1,4,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2002,7,64,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2003,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2004,0,0,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hesperotettix spp.,2005,2,11,Orthoptera,Hesperotettix spp.,herbivore,terrestrial,n
